,Site_Id,Site_Location,Date,Time,Ws_hourly_avg,Wd_hourly_avg,Amb_temp_hourly_avg,Humidity_hourly_avg,Nox_hourly_avg,No_hourly_avg,So2_hourly_avg,No2_hourly_avg,O3_hourly_avg,Co_hourly_avg,Pm10_hourly_avg
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000106,1400,8.8   ,181   ,32.3  ,N/A  ,0.008   ,0.003   ,0.013   ,0.005   ,0.026   ,0.03    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000106,1500,9.3   ,182   ,32.0  ,N/A  ,0.010   ,0.005   ,0.012   ,0.005   ,0.028   ,0.04    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000106,1600,10.0  ,171   ,30.7  ,N/A  ,0.009   ,0.005   ,0.007   ,0.004   ,0.027   ,0.05    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000106,1700,8.0   ,194   ,31.4  ,N/A  ,0.011   ,0.005   ,0.008   ,0.006   ,0.028   ,0.10    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000106,1800,6.9   ,221   ,29.8  ,N/A  ,0.014   ,0.005   ,0.006   ,0.009   ,0.022   ,0.23    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000106,1900,4.4   ,251   ,28.7  ,N/A  ,0.020   ,0.007   ,0.002   ,0.013   ,0.017   ,0.48    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000106,2000,3.1   ,302   ,26.1  ,N/A  ,0.030   ,0.014   ,0.002   ,0.016   ,0.006   ,0.93    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000106,2100,3.9   ,312   ,25.2  ,N/A  ,0.044   ,0.027   ,0.002   ,0.017   ,0.004   ,1.04    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000106,2200,4.2   ,315   ,25.0  ,N/A  ,0.047   ,0.031   ,0.003   ,0.016   ,0.003   ,1.09    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000106,2300,3.7   ,319   ,24.6  ,N/A  ,0.040   ,0.028   ,0.002   ,0.012   ,0.003   ,1.05    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000106,2400,3.0   ,312   ,24.3  ,N/A  ,0.039   ,0.029   ,0.002   ,0.010   ,0.002   ,0.89    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,0100,2.6   ,309   ,24.2  ,N/A  ,0.030   ,0.022   ,0.002   ,0.008   ,0.002   ,0.70    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,0200,2.4   ,308   ,24.2  ,N/A  ,0.015   ,0.008   ,0.001   ,0.007   ,0.002   ,0.43    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,0300,2.6   ,311   ,24.0  ,N/A  ,0.009   ,0.005   ,0.001   ,0.004   ,0.003   ,0.25    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,0400,2.4   ,313   ,23.8  ,N/A  ,0.005   ,0.001   ,0.001   ,0.004   ,0.003   ,0.27    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,0500,2.6   ,307   ,23.7  ,N/A  ,0.006   ,0.001   ,CAL     ,0.005   ,0.003   ,0.32    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,0600,3.1   ,319   ,23.8  ,N/A  ,0.005   ,0.001   ,0.001   ,0.004   ,0.004   ,CAL     ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,0700,2.8   ,303   ,23.6  ,N/A  ,CAL     ,CAL     ,0.002   ,CAL     ,0.003   ,0.60    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,0800,2.4   ,307   ,23.5  ,N/A  ,0.040   ,0.031   ,0.002   ,0.009   ,CAL     ,0.98    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,0900,1.7   ,338   ,25.7  ,N/A  ,0.063   ,0.048   ,0.005   ,0.014   ,0.002   ,1.71    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,1000,2.0   ,119   ,29.8  ,N/A  ,0.024   ,0.007   ,0.014   ,0.017   ,0.016   ,0.82    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,1100,3.4   ,350   ,32.2  ,N/A  ,0.019   ,0.002   ,0.015   ,0.017   ,0.033   ,0.65    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,1200,4.8   ,108   ,34.1  ,N/A  ,0.017   ,0.003   ,0.023   ,0.014   ,0.058   ,0.50    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,1300,6.3   ,171   ,33.8  ,N/A  ,0.011   ,0.001   ,0.014   ,0.010   ,0.059   ,0.38    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,1400,4.4   ,39    ,32.4  ,N/A  ,0.013   ,0.004   ,0.015   ,0.009   ,0.071   ,0.44    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,1500,13.0  ,277   ,35.5  ,N/A  ,0.007   ,0.003   ,0.003   ,0.004   ,0.042   ,0.22    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,1600,12.5  ,271   ,34.0  ,N/A  ,0.005   ,0.003   ,0.002   ,0.002   ,0.030   ,0.10    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,1700,4.6   ,328   ,29.0  ,N/A  ,0.010   ,0.005   ,0.002   ,0.005   ,0.020   ,0.23    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,1800,3.9   ,315   ,27.5  ,N/A  ,0.026   ,0.014   ,0.002   ,0.012   ,0.006   ,0.81    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,1900,7.8   ,41    ,26.7  ,N/A  ,0.022   ,0.004   ,0.005   ,0.018   ,0.010   ,0.69    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,2000,8.0   ,32    ,25.5  ,N/A  ,0.017   ,0.001   ,0.004   ,0.016   ,0.010   ,0.60    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,2100,8.1   ,22    ,24.9  ,N/A  ,0.025   ,0.007   ,0.003   ,0.018   ,0.004   ,1.08    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,2200,7.4   ,358   ,24.6  ,N/A  ,0.022   ,0.008   ,0.002   ,0.014   ,0.003   ,0.71    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,2300,6.4   ,6     ,24.6  ,N/A  ,0.022   ,0.010   ,0.002   ,0.012   ,0.003   ,0.67    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000107,2400,5.7   ,23    ,25.0  ,N/A  ,0.017   ,0.007   ,0.002   ,0.010   ,0.005   ,0.47    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,0100,8.1   ,350   ,25.2  ,N/A  ,0.009   ,0.003   ,0.002   ,0.006   ,0.007   ,0.31    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,0200,7.5   ,359   ,25.1  ,N/A  ,0.009   ,0.004   ,0.001   ,0.005   ,0.005   ,0.32    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,0300,8.0   ,8     ,25.3  ,N/A  ,0.005   ,0.001   ,0.001   ,0.004   ,0.007   ,0.20    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,0400,4.6   ,7     ,24.7  ,N/A  ,0.006   ,0.002   ,CAL     ,0.004   ,0.006   ,0.22    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,0500,3.0   ,339   ,23.8  ,N/A  ,0.007   ,0.004   ,0.001   ,0.003   ,0.003   ,CAL     ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,0600,2.8   ,313   ,23.3  ,N/A  ,CAL     ,CAL     ,0.001   ,CAL     ,0.003   ,0.20    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,0700,2.9   ,307   ,22.4  ,N/A  ,0.016   ,0.012   ,0.002   ,0.004   ,CAL     ,0.33    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,0800,3.1   ,317   ,22.1  ,N/A  ,0.027   ,0.022   ,0.003   ,0.005   ,0.001   ,0.66    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,0900,1.7   ,320   ,24.5  ,N/A  ,0.032   ,0.027   ,0.005   ,0.005   ,0.002   ,0.92    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,1000,2.5   ,107   ,30.5  ,N/A  ,0.015   ,0.007   ,0.007   ,0.008   ,0.014   ,0.48    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,1100,5.5   ,113   ,32.0  ,N/A  ,0.016   ,0.004   ,0.005   ,0.012   ,0.027   ,0.43    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,1200,5.8   ,119   ,33.0  ,N/A  ,0.013   ,0.003   ,0.007   ,0.010   ,0.042   ,0.31    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,1300,7.2   ,101   ,34.2  ,N/A  ,0.006   ,0.002   ,0.003   ,0.003   ,0.031   ,0.10    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,1400,5.9   ,71    ,34.7  ,N/A  ,0.007   ,0.002   ,0.002   ,0.004   ,0.033   ,0.13    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,1500,7.5   ,85    ,34.8  ,N/A  ,0.007   ,0.003   ,0.002   ,0.003   ,0.034   ,0.12    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,1600,6.1   ,123   ,34.1  ,N/A  ,0.010   ,0.003   ,0.004   ,0.006   ,0.047   ,0.24    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,1700,4.7   ,87    ,32.7  ,N/A  ,0.011   ,0.002   ,0.004   ,0.008   ,0.048   ,0.32    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,1800,6.4   ,301   ,29.3  ,N/A  ,0.016   ,0.005   ,0.003   ,0.010   ,0.023   ,0.45    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,1900,3.3   ,324   ,30.1  ,N/A  ,0.018   ,0.007   ,0.002   ,0.011   ,0.016   ,0.57    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,2000,3.7   ,312   ,27.4  ,N/A  ,0.032   ,0.016   ,0.003   ,0.016   ,0.006   ,0.92    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,2100,2.7   ,297   ,25.8  ,N/A  ,0.039   ,0.025   ,0.003   ,0.014   ,0.003   ,1.07    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,2200,2.3   ,296   ,24.7  ,N/A  ,0.042   ,0.028   ,0.002   ,0.015   ,0.002   ,0.91    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,2300,2.2   ,301   ,24.8  ,N/A  ,0.048   ,0.037   ,0.003   ,0.012   ,0.001   ,1.13    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000108,2400,2.4   ,349   ,25.3  ,N/A  ,0.045   ,0.033   ,0.003   ,0.013   ,0.001   ,1.25    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000109,0100,3.4   ,307   ,25.3  ,N/A  ,0.025   ,0.016   ,0.002   ,0.009   ,0.003   ,0.63    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000109,0200,3.0   ,325   ,24.5  ,N/A  ,0.019   ,0.010   ,0.002   ,0.008   ,0.002   ,0.62    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000109,0300,3.1   ,338   ,25.0  ,N/A  ,0.037   ,0.025   ,CAL     ,0.013   ,0.001   ,1.19    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000109,0400,6.4   ,24    ,25.4  ,N/A  ,0.013   ,0.002   ,0.002   ,0.010   ,0.002   ,CAL     ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000109,0500,4.5   ,20    ,24.7  ,N/A  ,CAL     ,CAL     ,0.002   ,CAL     ,0.002   ,0.44    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000109,0600,7.8   ,10    ,25.0  ,N/A  ,0.007   ,0.000   ,0.001   ,0.006   ,CAL     ,0.33    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000109,0700,8.2   ,8     ,24.4  ,N/A  ,0.006   ,0.001   ,0.002   ,0.004   ,0.005   ,0.25    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000109,0800,10.0  ,358   ,24.1  ,N/A  ,0.004   ,0.000   ,0.001   ,0.003   ,0.007   ,0.15    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000109,0900,10.1  ,8     ,26.0  ,N/A  ,0.006   ,0.002   ,0.001   ,0.003   ,0.009   ,0.17    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000109,1000,10.8  ,17    ,28.8  ,N/A  ,0.009   ,0.004   ,0.001   ,0.004   ,0.010   ,0.26    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000109,1100,8.4   ,18    ,30.9  ,N/A  ,0.012   ,0.005   ,0.001   ,0.006   ,0.017   ,0.32    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000109,1200,7.7   ,31    ,33.0  ,N/A  ,0.010   ,0.003   ,0.001   ,0.006   ,0.029   ,0.30    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000109,1300,5.3   ,126   ,34.9  ,N/A  ,0.008   ,0.003   ,0.004   ,0.004   ,0.028   ,0.11    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000109,1400,6.8   ,113   ,34.9  ,N/A  ,0.006   ,0.003   ,0.003   ,0.002   ,0.030   ,0.05    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000109,1500,6.2   ,159   ,35.6  ,N/A  ,0.007   ,0.003   ,0.004   ,0.003   ,0.040   ,0.13    ,N/A     
,CA0038,"Universiti Sains Malaysia, Pulau Pinang                                                             ",20000109,1600,7.5   ,175   ,35.1  ,N/A  ,0.008   ,0.004   ,0.002   ,0.003   ,0.042   ,0.20    ,N/A     
